Categoria,Edad,Pais,Titulo,Genero,Duracion,Marca,Referencia,Dias,Marcas,Personas,Sinopsis,limpios
AFICIONADO,56,Colombia,LA AGONIA DEL RIO,Documental,300,Xiaomi,A1,5,,4,"El río Bogotá es conocido como el más contaminado de Colombia y uno de los más contaminados del mundo. Pero el río más que contaminado está envenenado y este veneno lo traslada directamente al Río Magdalena el más importante del país, por lo que a pesar que sólo el río Bogotá está relacionado con el 25 % de la población colombiana al contaminar al río Magdalena tiene que ver con el 70 % de la población del país..Durante muchos años se han hecho estudios tecnológicos, ambientales o se han emitido sentencias judiciales, la más importante la del Consejo de Estado del año 2014, donde se conmina a las instancias gubernamentales como la CAR, el Distrito, Gobernación de Cundinamarca y al gobierno nacional a realizar la descontaminación del rio con especificación de partidas económicas y tiempos establecidos, lo cual hasta la fecha no se ha cumplido..Se ha efectuado en los últimos años foros y documentales relacionados con la problemática del río Bogotá. En la propuesta de este documental se quiere actualizar a 2018 los resultados en la vida real del río de las medidas efectuadas por las instituciones implicadas, mostrando la evidencia actual en un recorrido por las cuencas desde su nacimiento, su paso por Bogotá y la desembocadura en el río Magdalena..Se contará con visualización directa del estado del río y entrevistas con los habitantes de la ronda en diferentes puntos. Además , se presentará un análisis por expertos sobre la pertinencia de los proyectos a realizar en el resultado final y las implicaciones económicas para la ciudadanía con el incremento de tarifas y de impuestos para financiar megaproyectos , que probablemente no sean verdaderamente efectivos . sin tocar a los verdaderos contaminantes y privatizadores del río . como son las fábricas ,industrias y empresas multinacionales como la española EMGESA .",rio bogot conoc contamin colombi contamin mund rio contamin envenen venen trasl direct rio magdalen import pais pes sol rio bogot relacion 25 poblacion colombian contamin rio magdalen ver 70 poblacion pais años hech estudi tecnolog ambiental emit sentenci judicial import consej año 2014 conmin instanci gubernamental car distrit gobern cundinamarc gobiern nacional realiz descontamin rio especif part econom tiemp establec fech cumpl efectu ultim años for documental relacion problemat rio bogot propuest documental quier actualiz 2018 result vid real rio med efectu institu implic mostr evident actual recorr cuenc nacimient pas bogot desembocadur rio magdalen cont visualiz direct rio entrev habit rond diferent punt ademas present analisis expert pertinent proyect realiz result final implic econom ciudadan increment tarif impuest financi megaproyect probabl verdader efect toc verdader contamin privatiz rio fabric industri empres multinacional español emges
SMARTIC INCLUYENTE,17,Colombia,La Bestia,Comedia,300,Alcatel,z2,1,,4,En un laboratorio algo desconocido pasaba los niños de un colegio se asustaron al ver ese ser extraño sin razón,laboratori desconoc pas niñ colegi asust ver ser extrañ razon
PROFESIONAL,23,Colombia,La Brevedad De Un Instante,Drama,300,Apple,I phone 5,67,204.0,16,"El cortometraje hace parte del género Dramático..Esté se basa en la vida de Jóse, un joven humilde nacido en la Ciudad de Medellín. .Su vida como la de muchos otros atraviesa por momentos difíciles para él y su familia, la violencia de la ciudad marcó en muchos sentidos su vida, pero no fue nunca el norte que dio rumbo a sus pasos. Vivía con su madre, Ana Lucia y su hermano, Juan Pablo en la comuna 5..La historia se desarrolla en dos líneas de tiempo distintas. la primera: El presente, donde José reflexiona acerca de su vida en general. La segunda: El pasado, su infancia. ya que por medio de esta nos cuenta su historia. .La historia fue grabada en la ciudad de Medellín y también en la ciudad de Bogotá, incluyendo sus dos aeropuertos y distintas locaciones de las ciudades.",cortometraj hac part gener dramat bas vid jos jov humild nac ciud medellin vid atravies moment dificil famili violenci ciud marc vid nunc nort dio rumb pas viv madr ana luci herman juan pabl comun 5 histori desarroll dos lin tiemp distint primer present jos reflexion acerc vid general segund pas infanci medi cuent histori histori grab ciud medellin ciud bogot inclu dos aeropuert distint locacion ciudad
JUVENIL,17,Colombia,La capital,Drama,289,LG,LG K4,26,77.0,8,"Es la historia de una joven de pueblo llamada LAURA SOFIA RODRÍGUEZ, que decide ir a la capital primero que su novio SANTIAGO ALEXANDER GONZÁLEZ para poder comenzar una nueva vida en la capital. Pero cuando llegua a la ciudad, sus expectativas de vida en la ciudad cambian drásticamente por la inseguridad de aquel lugar... Ella decide volver a su pueblo natal después de sobrevivir dos días en la ciudad, y al llegar se entera de una noticia que le marcará fuertemente su vida.",histori jov puebl llam laur sofi rodriguez decid ir capital primer novi santiag alexand gonzalez pod comenz nuev vid capital llegu ciud expect vid ciud cambi drastic insegur aquel lug decid volv puebl natal despues sobreviv dos dias ciud lleg enter notici marc fuertement vid
AFICIONADO,27,Colombia,La casa 4,Ficción,300,Apple,iPhone 6s Plus,120,70.0,6,"Es la historia de una mujer que, luego de comprar una casa con su esposo, se dispone a recoger un paquete que por equivocación se refundió en la mudanza. Todo parece estar más tranquilo de lo habitual hasta que ""la nueva propietaria de la 4"" presencia un apagón de luz. Al disponerse a buscar la fuente de los sonidos extraños que se generan en la oscuridad del ambiente, encuentra en el altillo la devastadora noticia de que un grupo de malhechores viene en búsqueda de un objeto oculto en la casa 4 y el cual pone en riesgo su vida y la de su familia.",histori muj lueg compr cas espos dispon recog paquet equivoc refund mudanz parec tranquil habitual nuev propietari 4 presenci apagon luz dispon busc fuent son extrañ gener oscur ambient encuentr altill devast notici grup malhechor vien busqued objet ocult cas 4 pon riesg vid famili
AFICIONADO,25,Colombia,La Cena,Drama,285,Apple,Iphone 8 Plus,60,171.0,3,"Andrea, una mujer que sufre de trastorno de personalidad múltiple, tiene un problema interno, ya que sus diversas personalidades quieren conseguir el poder y hacer lo que creen conveniente, desde cada perspectiva, para solucionar sus problemas de dinero. Las principales personalidades que priman sobre ella son: depresiva, infantil, rebelde y dominante.",andre muj sufr trastorn personal multipl problem intern divers personal quier consegu pod hac cre convenient cad perspect solucion problem diner principal personal prim depres infantil rebeld domin
SMARTIC INCLUYENTE,37,Spain,La Cita,Drama,297,Samsung,Galaxy J3 SM-J320FN,5,120.0,6,Dos personas se reencuentran y reviven un pasado lleno de sombras.,dos person reencuentr reviv pas llen sombr
SMARTIC INCLUYENTE,32,Colombia,La confucion del abuelo,Comedia,300,Huawei,Mate10 lite,1,,5,"Trata de un abuelo, que recuerda un viejo amor y por equivocación la nieta termina probando cosas nuevas",trat abuel recuerd viej amor equivoc niet termin prob cos nuev
AFICIONADO,23,Colombia,La Doncella de Hierro,Drama,299,Apple,iPhone 7 Plus,90,234.0,13,"Durante la ceremonia que lidera el pastor Amaro en la iglesia ""Siervos del Señor"", Franz, su hijo, pensará en revelar su secreto más profundo con la ayuda de un amigo íntimo, Gabriel. Aún así, reconociendo las reacciones que podrían llegar a tener los feligreses y su violento padre, frente a lo que confesará, su rencor pesará más que el miedo que le infunde su familia y saldrá a la luz.",ceremoni lider pastor amar iglesi sierv señor franz hij pens revel secret profund ayud amig intim gabriel aun asi reconoc reaccion podr lleg ten feligres violent padr frent confes rencor pes mied infund famili saldr luz
AFICIONADO,32,Colombia,La Espera,Drama,300,Apple,Iphone 6s,15,262.0,33,"LA ESPERA ..•.StoryLine..A finales de los años cincuenta, un día antes de su boda con EMMA, EMILIANO cita a JUAN, para confesarle que se alejará de él. Las cartas que se envían a través de los años, son las que mantienen viva la ilusión entre ellos. Luego de sesenta años, EMILIANO regresa al país y se encuentra con JUAN, para descubrir que el amor entre ellos sigue intacto, luego de esta larga espera...•.Sinopsis..En Bogotá, a finales de los años cincuenta, EMILIANO (20), un joven adinerado, decide casarse con EMMA (20), una joven de su misma posición económica, debido a la presión social. Un día antes de la boda, EMILIANO cita en un bar a su gran amor prohibido JUAN (20), un joven humilde, para tomarse unas copas y confesarle que se alejará de él. EMMA tiene conocimiento de los sentimientos de su futuro esposo y por ello desprecia a JUAN...En el bar EMILIANO decide revelarle a JUAN que al casarse se marchará del país. Esta noticia entristece a JUAN, quien le suplica que no lo abandone, pero EMILIANO le asegura que él será el dueño de su corazón por siempre. A través de los años, los dos hombres mantienen vivo su amor por medio de cartas. La ilusión de aquel amor juvenil se entrelaza con los acontecimientos de sus vidas por separado, con la esperanza de un posible reencuentro...EMILIANO regresa al país y cita a JUAN. El lugar acordado es aquel en el que se despidieron hace sesenta años. Al verse, los hombres descubren que el amor entre ellos sigue intacto, luego de esta larga espera.",esper storylin final años cincuent dia bod emma emilian cit juan confes alej cart envi traves años mantien viv ilusion lueg sesent años emilian regres pais encuentr juan descubr amor sig intact lueg larg esper sinopsis bogot final años cincuent emilian 20 jov adiner decid cas emma 20 jov mism posicion econom deb presion social dia bod emilian cit bar gran amor prohib juan 20 jov humild tom unas cop confes alej emma conoc sentimient futur espos ello despreci juan bar emilian decid revel juan cas march pais notici entristec juan suplic abandon emilian asegur dueñ corazon siempr traves años dos hombr mantien viv amor medi cart ilusion aquel amor juvenil entrelaz acontec vid separ esper posibl reencuentr emilian regres pais cit juan lug acord aquel despid hac sesent años vers hombr descubr amor sig intact lueg larg esper
JUVENIL,17,Colombia,la familia es primero,Drama,226,Motorola,motorola g 4 plus,1,192.0,3,"Es la historia de dos hermanos y uno de ellos es guiado por una mala compañía que llega en un momento inesperado separándose repentinamente de su hermano, luego de darse cuenta que su nuevo amigo era una mala influencia y decide volver a recuperar la amistad con su hermano",histori dos herman gui mal compañ lleg moment inesper separ repentin herman lueg dars cuent nuev amig mal influenci decid volv recuper amist herman
AFICIONADO,49,Colombia,LA FARSA,Comedia,297,Apple,iPhone 6s plus,30,90.0,8,"SINOPSIS LA FARSA...Es la historia de Guillermo Barrios, un padre de familia que aparenta ser millonario, pero que a la postre, no tiene nada, se inventa una gran sorpresa para sus hijos con lo que relaciona una herencia. todos sus hijos tienen una vida descontrolada, ambiciosa, pero al final, el dulce en la verdad se vuelve amargo. ..Autor:.Jorge Bautista",sinopsis fars histori guillerm barri padr famili aparent ser millonari postr invent gran sorpres hij relacion herenci hij vid descontrol ambici final dulc verd vuelv amarg autor jorg bautist
JUVENIL,16,Colombia,LA FELICIDAD ATRAPADA EN LA ACTUALIDAD,Comedia Romántica,293,Huawei,P9 LITE SMARTH,30,200.0,7,"Relata las experiencias de un mimo que se encontraba en el parque principal de un pequeño pueblo, en el cual estaba realizando su presentación y se da cuenta que nadie le  prestaba atención. Mira a su alrededor y entra en razón como ""la felicidad está atrapada en la actualidad"". Así que empezó a recorrer cada rincón de su pueblo para darse cuenta si alguien estaba aprovechando cada minuto de su tiempo, pero no, todos estaban dejando su vida a la deriva, entregándole sus sueños a cosas insignificantes. el mimo muy triste al ver ésto empezó a plantear cómo cambiar las cosas y ayudarle a los demás, para darles a entender la importancia de la vida.",relat experient mim encontr parqu principal pequeñ puebl realiz present da cuent nadi prest atencion mir alrededor entra razon felic atrap actual asi empez recorr cad rincon puebl dars cuent si algui aprovech cad minut tiemp dej vid deriv entreg sueñ cos insignif mim trist ver esto empez plant com cambi cos ayud demas darl entend import vid
FAMILIAR,27,Colombia,La Fuente de la Inspiración,Drama,300,Huawei,p10 lite,4,,16,"Pedrito un niño del campo que le encanta las redes sociales y los videojuegos en su celular, descuida lo verdaderamente importante, ordeñar, sus deberes y su familia, su hermana y su mamá le recriminan el hecho de que él solo este gastando su tiempo en la internet en actividades sin importancia, Pedrito cansando de la cantaleta de su familia decide escapar.",pedrit niñ camp encant red social videojueg celul descu verdader import ordeñ deber famili herman mam recrimin hech sol gast tiemp internet activ import pedrit cans cantalet famili decid escap
AFICIONADO,20,Colombia,La Herencia de MAMÁ,Drama,300,Samsung,Galaxy S7,30,295.0,5,"sebastian y sofia son dos hermanos que vive con su padre, ya hace un año que murió su madre y ellos aun la recuerda con mucho amor. roberto su padre, les recuerda que como ya son mayores de edad, él se ve en la obligación de entregarles lo que su madre les dejo como herencia, osea el 50% para los Hijos y el otro 50% para Roberto. ellos se ponen muy felices pero no se imaginan que todo va a cambiar para mal ya que no están enseñados en tener dinero en abundancia, ellos creen que tiene la luna a sus pies y que pueden hacer lo que les plazca, sofia y sebastian no tienen ni idea de como administrar el dinero que les dejo su Madre, y se la pasan gastando en cosas materiales como: parques, centros comerciales ETC... mientras que por otro lado Roberto quiere asegurar el futuro de él, y de sus hijos pero con ellos es muy difícil porque quieren vivir el LIBERTINAJE. Roberto al ver todo esto decide buscar ayuda en ""INTERNET"" para guiar a sus hijos. y se encuentra con una plataforma llamada ""NEQUIS"" que les puede ayudar a sus hijos a manejar el Dinero, cuando sofia y sebastian llegan a casa en ese momento roberto aprovecha para comentarles el hallazgo, pero lo que Roberto no esperaba era que iban a tomar todo esto como un Juego, pasando los días ellos ven que todo lo que su padre les dice es verdad y reflexionan sobre lo que esta pasando, al momento se disculpan con su Padre y deciden hacerle caso.. con el paso del tiempo ellos encuentran la Felicidad gracias a la ayuda que busco su Padre. ya con parten más como Familia.",sebasti sofi dos herman viv padr hac año mur madr aun recuerd amor robert padr recuerd mayor edad ve oblig entreg madr dej herenci ose 50 hij 50 robert pon felic imagin va cambi mal enseñ ten diner abund cre lun pies pued hac plazc sofi sebasti ide administr diner dej madr pas gast cos material parqu centr comercial etc mientr lad robert quier asegur futur hij dificil quier viv libertinaj robert ver decid busc ayud internet gui hij encuentr plataform llam nequis pued ayud hij manej diner sofi sebasti lleg cas moment robert aprovech coment hallazg robert esper iban tom jueg pas dias ven padr dic verd reflexion pas moment disculp padr decid hac cas pas tiemp encuentr felic graci ayud busc padr part famili
