Sinopsis,limpios
"Francisco Rodríguez ha dedicado gran parte de su vida a conducir camiones, la gran cantidad de horas laborales que esto implica le impide pasar el tiempo que quisiera con sus seres queridos. En una de sus rutas de carga, Francisco se queda dormido mientras conduce y es allí donde el agotamiento físico y el desgaste mental le juegan una mala pasada, pues de él se apoderarÍ la maldad y el desenfreno propios de una persona que ha empezado a delirar. En una guerra de poderes Francisco empezara a ver ilusiones que no podrÍ creer, hasta el punto en donde tenga que apegarse a sus creencias religiosas para solventar la situación. La locura que poco a poco se ha apoderado de él, se ha desatado y como parte final de su acto de presentación, matara todo rastro de cordura que le quede a Francisco. Bocinazos es la historia de un hombre dividido entre la cordura que en él va muriendo, y la locura que sin piedad va creciendo.",francisc rodriguez dedic gran part vid conduc camion gran cantid hor laboral implic impid pas tiemp quis ser quer rut carg francisc qued dorm mientr conduc alli agot fisic desg mental jueg mal pas pues apoderar mald desenfren propi person empez delir guerr poder francisc empez ver ilusion podr cre punt apeg creenci religi solvent situacion locur apoder desat part final acto present mat rastr cordur qued francisc bocinaz histori hombr divid cordur va mur locur pied va crec
"Un hermoso bosque, es el escenario de escalofriantes muertes que suceden en el lapso de un año a raíz del asesinato de una hermosa joven, quien llego a este fatídico lugar para disfrutar con su novio una tarde inolvidable. Esta muerte desato un espíritu macabro que empezó a asesinar indiscriminadamente. Hasta que llega una familia con la cual se ensaña, de tal manera que solo Andrea la hija mayor, logra salvarse pues ella todo el tiempo mantiene aferrada al viejo camafeo de la abuela el cual contiene en su interior el salmo 23; salmo de protección.",hermos bosqu escenari escalofri muert suced laps año raiz asesinat hermos jov lleg fatid lug disfrut novi tard inolvid muert desat espiritu macabr empez asesin indiscrimin lleg famili ensañ tal maner sol andre hij mayor logr salv pues tiemp mantien aferr viej camafe abuel contien interior salm 23 salm proteccion
"Un hombre quiere cumplir una promesa, ha vivido su vida para cumplir esta promesa pero siempre ha fallado, debe realizar un acto de malabarismo el cual significa arriesgar todo lo que tiene, a cambio de poder cumplir su promesa; y utilizara toda su experiencia y sabiduría para que esta vez el acto funcione.",hombr quier cumpl promes viv vid cumpl promes siempr fall deb realiz acto malabar signif arriesg cambi pod cumpl promes utiliz tod experient sabidur vez acto funcion
"Un individuo invisible ante la sociedad, es descubierto por un alma pequeña la cual lo descubre entre sus mundos de juego y diversion y ambos comparten un instante para si mismos, un acto de bondad.",individu invis socied descubiert alma pequeñ descubr mund jueg diversion ambos compart instant si mism acto bond
"Jorge, es un joven profesional disciplinado y dedicado a su conocimiento. Quiere surgir y progresar en el mundo laboral dando lo mejor de sí, pero cuando llega cargado de expectativas a su nuevo trabajo, el paso de los días llenos de rutina y presión, lo llevarÍn a vivir todo tipo de situaciones que le obligaran a descubrir una personalidad desconocida e impredecible. La ira, la desesperanza y la injusticia, son también al igual que Jorge, protagonistas de este relato corto, que no es mÍs que una muestra de como la gran maquina muele y tritura las esperanzas humanas hasta reducirlas a su mÍxima expresión: El olvido.",jorg jov profesional disciplin dedic conoc quier surg progres mund laboral dand mejor lleg carg expect nuev trabaj pas dias llen rutin presion llevarin viv tip situacion oblig descubr personal desconoc impredec ira desesper injustici igual jorg protagon relat cort mis muestr gran maquin muel tritur esper human reduc mixim expresion olvid
"Es la historia de un granjero, que le gustaba maltratar a los animales de su finca ,le pegaba a su perro fiel, a la vaca,caballo,gallina y le tiraba las sobras al cerdo , un día esos animales cansados de tanto maltrato ,pidieron al cielo y a la tierra,que el granjero fuese castigado después de caer un fuerte rayo al día siguiente el hombre despertó con un rostro asqueroso que tenia facciones de marrano, en ese momento reacciono y entendió la gravedad de sus acciones por ello supo que debía cambiar y solo así recuperaría su nuevo rostro.",histori granjer gust maltrat animal finc peg perr fiel vac caball gallin tir sobr cerd dia animal cans maltrat pid ciel tierr granjer castig despues caer fuert ray dia siguient hombr despert rostr asquer teni faccion marran moment reaccion entend graved accion ello sup deb cambi sol asi recuper nuev rostr
"SINOPSIS: Alex visita a su novia Maria en el cementerio, quien había fallecido en un accidente de trÍnsito, le deja una flor, reza por ella y se va. Al salir del cementerio, Alex ve a una mujer idéntica a Maria, Alex impresionado corre hacia ella y la abraza pero ella lo aleja, mirÍndolo bastante raro. Alex se pregunta porque ella no lo conoce así que él decide indagar porque hay una mujer idéntica a María. Un día mirando su celular normalmente, ve la fecha y descubre que su conciencia retrocedió 1 año en el tiempo, él se propone volver a conquistar a su amada, y le salva la vida en una ocasión a Maria. Ella accede a hablar con Alex, él ya sabe que gustos tiene Maria así que no tarda mucho en volverla a conquistar, Alex le insinÍºa que viene del futuro, mostrÍndole una foto que estaban a punto de tomar y prediciendo la aparición de unos fuegos pirotécnicos, pero ella lo pasa por alto. Un día en un restaurante el decide confesarle que en ese día ella muere, le dice",sinopsis alex visit novi mari cementeri fallec accident trinsit dej flor rez va sal cementeri alex ve muj ident mari alex impresion corr haci abraz alej mirindol bastant rar alex pregunt conoc asi decid indag muj ident mar dia mir celul normal ve fech descubr concienci retroced 1 año tiemp propon volv conquist amad salv vid ocasion mari acced habl alex sab gust mari asi tard volv conquist alex insiniº vien futur mostrindol fot punt tom predic aparicion fueg pirotecn pas alto dia restaur decid confes dia muer dic
"Pedro Solis un joven con una historia que contar, se encuentra con un amigo y cuenta su historia llena de dolor, sufrimientos y alegría. la cual en ella nos cuenta su motivación para salir adelante. Un joven con un sueño de estudiar actuación pero en el camino seda cuenta de que no es fÍcil y que por lo general esta llenas de estereotipos, sin embargo el lucha contra eso, en el camino encuentra personas que lo ayudan a salir adelante y alcanzar su objetivo. Pero el tiene que poner de su parte para lograrlo y mas porque su discapacidad es un fuerte impedimento para lograr llegar a el nivel que necesita y mas si sus compañeros lo ven como a un estorbo, pero el esfuerzo y el trabajo duro da frutos y logra conseguir su meta, su recompensa es la felicidad de a ver cumplido su objetivo y ahora es un actor en formación que no tiene ningÍºn impedimento.",pedr solis jov histori cont encuentr amig cuent histori llen dolor sufrimient alegr cuent motiv sal adel jov sueñ estudi actuacion camin sed cuent ficil general llen estereotip embarg luch camin encuentr person ayud sal adel alcanz objet pon part logr mas discapac fuert impediment logr lleg nivel necesit mas si compañer ven estorb esfuerz trabaj dur da frut logr consegu met recompens felic ver cumpl objet ahor actor formacion ningiºn impediment
"En 1985, las cosas con la política, sobre todo por el poder no eran de fiar, aquel miércoles 6 de noviembre, María Fernanda HernÍndez, sale de su casa, dejando a sus dos hijos con el desayuno listo y el almuerzo, ya que tenían que irse para el colegio en la tarde, ella era una mujer muy entregada, le gustaba mucho la costura y su meta principal, era poder comprar una maquina; estaba en embarazo y esperaba con ansias a su tercer hijo, ya tenía siete meses; trabajaba en la cafetería del palacio de justicia, allí tenía una gran amiga que le abría la puerta temprano, pues María, también tenía la responsabilidad de hacer el aseo, para que los altos magistrados y empleados del palacio, se sintieran cómodos. Ella siempre madrugaba, con la misión de que sus hijos tuvieran que comer; Jonathan Rodríguez HernÍndez, era el mayor con 17 años y Oswaldo Rodríguez HernÍndez, el menor con tan solo 15, deseaban conocer a su nuevo hermanito, pero aquel día todo cambiaria, ya que v",1985 cos polit pod fiar aquel miercol 6 noviembr mar fernand hernindez sal cas dej dos hij desayun list almuerz irse colegi tard muj entreg gust costur met principal pod compr maquin embaraz esper ansi terc hij siet mes trabaj cafet palaci justici alli gran amig abri puert tempran pues mar respons hac ase altos magistr emple palaci sint comod siempr madrug mision hij com jonath rodriguez hernindez mayor 17 años oswald rodriguez hernindez menor tan sol 15 des conoc nuev hermanit aquel dia cambiari v
"Canciones sin palabras es un cortometraje silente. Su tema central es el apego al matrimonio y cuenta la historia de una mujer que, al acompañar a su esposo a una fiesta de coctel, se encuentra con el hombre que en su adolescencia la inicio amorosamente. Este corto explora con plasticidad y musicalización, como el matrimonio no logra borrar las pasiones mÍs profundas.",cancion palabr cortometraj silent tem central apeg matrimoni cuent histori muj acompañ espos fiest coctel encuentr hombr adolescent inici amor cort explor plastic musicaliz matrimoni logr borr pasion mis profund
"Elkin y Jorge son niños con edades de 8 años, a ellos les gusta la mÍºsica y jugar juntos, un día un mal entendido pondrÍ su amistad a prueba",elkin jorg niñ edad 8 años gust miºsic jug junt dia mal entend pondr amist prueb
"viene a la cruel realidad de la separación de familias de escasos recursos, son involucrados por la política y termina en dolor, solo el amor supera todas la barrera que salgan en el camino.",vien cruel realid separ famili escas recurs involucr polit termin dolor sol amor super tod barrer salg camin
"Carlos regresa de un viaje largo a su casa, nota que aÍºn es muy temprano y que puede sorprender a su esposa Íngela con su llegada así que abre la puerta suavemente y entra con algunas maletas de viaje que lleva en la mano, aÍºn en la puerta se percata que su hogar estÍ muy oscuro, con intriga y cautela mira hacia ambos lados, entra y cierra la puerta tratando de no hacer bulla; Carlos escucha algunos ruidos que provienen de la habitación, camina lento y silenciosamente por el pasillo hasta llegar a la puerta de su habitación, Carlos pierde la tranquilidad ya que para él es obvio que es su esposa con otro hombre; con sus manos empuja la puerta y ve a dos personas acostadas en la cama, al instante se detiene el tiempo y corre tratando de huir de la situación pero sus emociones comienzan a salir indicÍndole que decisión debe tomar para afrontar aquella incomoda y desgarradora escena así que aparece la incredulidad haciendo creer que para él todo marchaba bien; el sarcasmo tom",carl regres viaj larg cas not aiºn tempran pued sorprend espos i ngel lleg asi abre puert suavement entra malet viaj llev man aiºn puert percat hog esti oscur intrig cautel mir haci ambos lad entra cierr puert trat hac bull carl escuch ruid provien habit camin lent silenci pasill lleg puert habit carl pierd tranquil obvi espos hombr man empuj puert ve dos person acost cam instant detien tiemp corr trat huir situacion emocion comienz sal indicindol decision deb tom afront aquell incomod desgarr escen asi aparec incredul hac cre march bien sarcasm tom
