,Año,Categoría,País,Género,¿Cómo se enteró?,Referencia Dispositivo
2084,2017,SmarTIC,Colombia,Documental,Redes Sociales,J5
2085,2017,SmarTIC,Colombia,Documental,Amigo,P9 LITE
2086,2017,SmarTIC,Colombia,Documental,Redes Sociales,samsumg galax grand prime
2087,2017,SmarTIC,Colombia,Documental,Redes Sociales,iPhone 6
2088,2017,SmarTIC,Colombia,Suspenso,Amigo,avvio
2089,2017,SmarTIC,Colombia,Documental,Amigo,6
2090,2017,SmarTIC,Colombia,Drama,Redes Sociales,LG-K350H K8 LTE
2091,2017,SmarTIC,Colombia,Drama,Amigo,P9 Lite
2092,2017,SmarTIC,Colombia,Documental,Redes Sociales,SM-J111M
2093,2017,SmarTIC,Colombia,Terror,Redes Sociales,lenovo
2094,2017,SmarTIC,Colombia,Acción,Televisión,computador windows 8
2096,2017,SmarTIC,Afganistán,Documental,Redes Sociales,samsung note
2097,2017,SmarTIC,Colombia,Documental,Amigo,Nexus 6P
2098,2017,SmarTIC,Colombia,Comedia,Redes Sociales,moto g5
2099,2017,SmarTIC,Colombia,Ficción,Amigo,J2
2100,2017,SmarTIC,Argentina,Ficción,Amigo,Iphone 6
2101,2017,SmarTIC,Colombia,Documental,Amigo,Galaxy S5
2102,2017,SmarTIC,Estados Unidos,Documental,Redes Sociales,Imovie y Iphone 6 Plus - romper las barreras de comunicacion
2103,2017,SmarTIC,Colombia,Documental,Amigo,J1pryma
2104,2017,SmarTIC,Colombia,Documental,Amigo,Iphone 7
2105,2017,SmarTIC,Colombia,Suspenso,Redes Sociales,P9 plus
2106,2017,SmarTIC,Colombia,Drama,Redes Sociales,GRAND PRIME
2107,2017,SmarTIC,Colombia,Acción,Redes Sociales,tablet
2108,2017,SmarTIC,Colombia,Documental,Redes Sociales,azumi
2109,2017,SmarTIC,Colombia,Drama,Amigo,SM T230
2110,2017,SmarTIC,Colombia,Drama,Redes Sociales,P9 Plus
2111,2017,SmarTIC,Colombia,Comedia,Redes Sociales,moto g5
2112,2017,SmarTIC,Colombia,Acción,Prensa,youtube vídeo puedes sordo hip hop enamorada amor mismo
2113,2018,Aficionado,Colombia,Drama,Amigo,Moto G 2
2115,2018,Aficionado,Colombia,Comedia,Otra,P10 lite
2116,2018,Aficionado,Colombia,Ficción,Otra,Ipad Mini 2 Modelo: MD528E7/A
2118,2018,Juvenil,Colombia,Suspenso,Internet,iphone 6
2119,2018,Aficionado,Colombia,Drama,Redes Sociales,I phone 6s
2120,2018,Aficionado,Colombia,Acción,Internet,p smart
2121,2018,Aficionado,Colombia,Drama,Redes Sociales,iPhone 6 /iPhone SE
2123,2018,Aficionado,Colombia,Ficción,Internet,Iphone 8
2124,2018,Juvenil,Colombia,Otra,Televisión,moto c
2126,2018,Juvenil,Colombia,Comedia,Redes Sociales,Iphone 6
2127,2018,Aficionado,Colombia,Ficción,Redes Sociales,S8
2128,2018,Juvenil,Colombia,Drama,Amigo,iphone 7
2129,2018,Aficionado,Colombia,Comedia,Redes Sociales,Iphone 7
2130,2018,Aficionado,Colombia,Ficción,Redes Sociales,P10 lite
2131,2018,Aficionado,Colombia,Ficción,Internet,Iphone x
2132,2018,Aficionado,Colombia,Drama,Amigo,Iphone 6s
2133,2018,Aficionado,Colombia,Drama,Redes Sociales,P Smart
2135,2018,Aficionado,Colombia,Ficción,Otra,Huawei p8 lite
2136,2018,Juvenil,Colombia,Suspenso,Amigo,P20
2137,2018,Juvenil,Colombia,Ficción,Redes Sociales,G5S PLUS
2138,2018,Aficionado,Colombia,Drama,Internet,iPhone 6
2139,2018,SmarTIC,Colombia,Documental,Redes Sociales,P9 plus
2140,2018,Aficionado,Colombia,Drama,Internet,Iphone 7
2141,2018,SmarTIC,Colombia,Drama,Redes Sociales,iPhone 5S
2143,2018,Aficionado,Colombia,Drama,Amigo,iphone s6
2146,2018,Aficionado,Colombia,Drama,Internet,5s
2147,2018,SmarTIC,Colombia,Drama,Amigo,Huawei P9 Liten2016
2148,2018,Aficionado,Colombia,Drama,Amigo,A1586
2149,2018,Aficionado,Colombia,Drama,Amigo,Sony xperia l1
2150,2018,Aficionado,Colombia,Drama,Redes Sociales,P8lite
2151,2018,Profesional,Colombia,Drama,Prensa,Iphone s 7 plus
2154,2018,Aficionado,Colombia,Drama,Amigo,Huawei P Smart
2155,2018,Aficionado,Colombia,Ficción,Redes Sociales,Samsung J5 prime
2156,2018,Aficionado,Colombia,Ficción,Amigo,Iphone 8 plus
2157,2018,Aficionado,Colombia,Ficción,Televisión,IPhone 7
2158,2018,Aficionado,Colombia,Acción,Internet,FIG-LX3
2160,2018,Aficionado,España,Acción,Internet,Samsung J3
2161,2018,Aficionado,España,Acción,Redes Sociales,J3
2163,2018,SmarTIC,Colombia,Drama,Internet,P20
2165,2018,SmarTIC,Colombia,Comedia,Otra,iphone 8
2166,2018,Aficionado,Colombia,Ficción,Internet,Moto G6 Play
2167,2018,SmarTIC,Colombia,Comedia,Redes Sociales,2
2168,2018,SmarTIC,Colombia,Documental,Redes Sociales,mini s4
2169,2018,Aficionado,Colombia,Drama,Internet,j7 prime
2170,2018,Juvenil,Colombia,Documental,Internet,Galaxy j1 mini prime
2171,2018,Profesional,Colombia,Drama,Internet,Asus Zenfone 3
2172,2018,Aficionado,Colombia,Ficción,Internet,G5 S PLUS
2174,2018,Juvenil,Colombia,Ficción,Televisión,huawei p9 lite
2175,2018,SmarTIC,Colombia,Documental,Redes Sociales,Motorola G5
2176,2018,Juvenil,Colombia,Suspenso,Amigo,Moto g4
2177,2018,Profesional,Colombia,Drama,Amigo,S4
2178,2018,Juvenil,Colombia,Documental,Otra,J5 prime
2179,2018,Aficionado,Colombia,Drama,Internet,P9 LITE SMART
2181,2018,Juvenil,Colombia,Drama,Otra,LG L-bello
2182,2018,Aficionado,Colombia,Acción,Redes Sociales,iPhone 6s
2183,2018,Aficionado,Colombia,Ficción,Otra,XPERIA XA1 ULTRA
2184,2018,Aficionado,Colombia,Ficción,Redes Sociales,iPad pro
2185,2018,Juvenil,Colombia,Drama,Amigo,HUAWEI TAG-L23
2186,2018,Profesional,Colombia,Ficción,Internet,samsumg s9+
2188,2018,SmarTIC,Colombia,Comedia,Otra,Motorola G5
2189,2018,Aficionado,Colombia,Drama,Internet,iphone 6s plus
2190,2018,Aficionado,Colombia,Ficción,Redes Sociales,Ipad mini A1432
2191,2018,Aficionado,Colombia,Acción,Internet,One A9s
2192,2018,Aficionado,Colombia,Ficción,Internet,S7
2193,2018,SmarTIC,Colombia,Suspenso,Amigo,J7
2194,2018,Aficionado,Colombia,Comedia,Internet,Huawei P4 lite 2017
2195,2018,Juvenil,Colombia,Drama,Internet,galaxy j7 prime
2196,2018,Profesional,Colombia,Drama,Amigo,8PLUS
2198,2018,Aficionado,Colombia,Ficción,Amigo,iPhone X
2199,2018,Juvenil,Colombia,Drama,Prensa,iPhone 6 plus
2200,2018,Profesional,Colombia,Ficción,Amigo,iPhone X
2201,2018,Aficionado,Colombia,Ficción,Amigo,IPHONE 8 PLUSS
2202,2018,Juvenil,Colombia,Drama,Amigo,s9 plus
2203,2018,Aficionado,Colombia,Drama,Internet,Iphone 7 plus
2204,2018,Aficionado,Colombia,Comedia,Otra,P20Lite
2205,2018,Aficionado,Colombia,Ficción,Internet,Moto G3
2207,2018,Aficionado,Colombia,Drama,Internet,tercera generación
2212,2018,Aficionado,Colombia,Drama,Amigo,p20 lite
2213,2018,Aficionado,Colombia,Drama,Redes Sociales,J5 Prime
2214,2018,Juvenil,Colombia,Suspenso,Otra,SL514
2216,2018,SmarTIC,Colombia,Documental,Otra,p20 lite
2217,2018,Aficionado,Colombia,Ficción,Otra,Huawei GR5
2218,2018,SmarTIC,Colombia,Terror,Amigo,g6
2219,2018,SmarTIC,Colombia,Ficción,Redes Sociales,P10
2220,2018,Profesional,Colombia,Drama,Amigo,I phone 6 s
2221,2018,SmarTIC,Colombia,Drama,Redes Sociales,CH -CHC U23
2222,2018,Profesional,España,Comedia,Amigo,i Phone X
2223,2018,Profesional,Colombia,Drama,Redes Sociales,IPHONE X
2227,2018,Aficionado,Colombia,Drama,Redes Sociales,samsung j5 prime
2228,2018,Profesional,Colombia,Drama,Internet,8 plus
2229,2018,SmarTIC,Colombia,Drama,Otra,iPhone 6
2230,2018,SmarTIC,Colombia,Comedia,Otra,Galaxy  A8
2231,2018,Aficionado,Colombia,Ficción,Redes Sociales,galaxy A8
2232,2018,Profesional,Colombia,Documental,Redes Sociales,Hueawei 10lite
2233,2018,Aficionado,Colombia,Ficción,Televisión,iPhone 6
2235,2018,SmarTIC,Colombia,Drama,Mensaje de texto,Moto G4
2237,2018,Aficionado,Colombia,Comedia,Redes Sociales,Apple iPhone 6
2238,2018,Aficionado,Colombia,Documental,Internet,P9- Lite
2239,2018,Aficionado,Colombia,Ficción,Amigo,Samsung Galaxy S8 Plus
2240,2018,Aficionado,Colombia,Drama,Internet,Iphone 6
2241,2018,Juvenil,Colombia,Drama,Redes Sociales,Samsung Galaxy J1 Mini
2242,2018,SmarTIC,Colombia,Acción,Redes Sociales,ipod touch 5
2243,2018,SmarTIC,Colombia,Drama,Televisión,J7
2244,2018,SmarTIC,Colombia,Comedia,Amigo,Huawei P20 lite
2245,2018,Profesional,Colombia,Ficción,Televisión,Iphone X
2246,2018,Aficionado,Colombia,Ficción,Otra,galaxy note 8
2248,2018,Profesional,Colombia,Drama,Amigo,Y7 2018
2249,2018,SmarTIC,Colombia,Suspenso,Amigo,¡phone 6s
2250,2018,SmarTIC,Colombia,Comedia,Redes Sociales,Iphone X - 7
2251,2018,Juvenil,Colombia,Drama,Televisión,Motorola G5
2252,2018,Profesional,Colombia,Ficción,Redes Sociales,Iphone 7 plus
2254,2018,Juvenil,Colombia,Drama,Internet,Galaxy J7
2255,2018,SmarTIC,Colombia,Drama,Redes Sociales,P 10 Lite
2257,2018,SmarTIC,Colombia,Drama,Televisión,p10 lite
2258,2018,Aficionado,Colombia,Drama,Redes Sociales,J2 PRO
2259,2018,SmarTIC,Colombia,Comedia,Redes Sociales,Note 8
2260,2018,Aficionado,Colombia,Drama,Televisión,P9 lite
2261,2018,SmarTIC,Colombia,Ficción,Prensa,io
2262,2018,SmarTIC,Colombia,Drama,Mensaje de texto,P Smart
2263,2018,Aficionado,Colombia,Ficción,Redes Sociales,SONYZPERIAZ3
2264,2018,Aficionado,Colombia,Drama,Internet,HUAWEI TAG-L 23
2265,2018,Profesional,Colombia,Drama,Amigo,s8
2266,2018,Profesional,Colombia,Comedia,Televisión,Iphone 7
2267,2018,Aficionado,Colombia,Comedia,Amigo,Moto g4
2268,2018,SmarTIC,Colombia,Documental,Redes Sociales,Mate l0 lite
2270,2018,Aficionado,Colombia,Comedia,Internet,iphone 6 plus
2271,2018,Aficionado,Colombia,Drama,Amigo,Iphone 7 Plus. Iphone 8  Plus
2273,2018,Aficionado,Colombia,Drama,Redes Sociales,Galaxy S7
2274,2018,SmarTIC,Colombia,Documental,Redes Sociales,P10 Lite
2275,2018,Profesional,Colombia,Ficción,Redes Sociales,S8
2276,2018,Juvenil,Colombia,Drama,Radio,Samsung Galaxy K Zoom
2277,2018,Aficionado,Colombia,Ficción,Internet,Galaxy S8
2279,2018,Profesional,Colombia,Ficción,Amigo,iphone7plus
2280,2018,Aficionado,Colombia,Comedia,Amigo,IPhone SE
2281,2018,Aficionado,Colombia,Drama,Amigo,j7 lte
2282,2018,Profesional,Colombia,Documental,Internet,Iphone 7
2284,2018,Aficionado,Colombia,Drama,Internet,Iphone 7
2285,2018,Profesional,Colombia,Drama,Redes Sociales,iphone 6 plus
2287,2018,Profesional,Colombia,Drama,Redes Sociales,Iphone 7 plus
2288,2018,Aficionado,Colombia,Drama,Internet,¡Phone 7
2289,2018,Profesional,Colombia,Acción,Redes Sociales,iphone 7
2290,2018,Aficionado,Colombia,Drama,Amigo,S9
2291,2018,Aficionado,Colombia,Ficción,Amigo,moto g 4 plus
2292,2018,Juvenil,Colombia,Drama,Redes Sociales,S 7
2293,2018,Profesional,Colombia,Drama,Internet,Iphone x
2295,2018,Aficionado,Colombia,Comedia,Redes Sociales,Iphone 7Plus
2296,2018,Juvenil,Colombia,Drama,Redes Sociales,Galaxy J7 prime
2297,2018,Juvenil,Colombia,Drama,Internet,Galaxy J7 Prime
2298,2018,Juvenil,Colombia,Drama,Internet,Galaxy J7 Prime
2299,2018,Aficionado,Colombia,Comedia,Amigo,iPhone 8+
2300,2018,Juvenil,Colombia,Otra,Internet,iphone 5
2301,2018,Aficionado,Colombia,Drama,Internet,samsung j5
2303,2018,SmarTIC,Colombia,Otra,Otra,MOTO G
2304,2018,SmarTIC,Colombia,Otra,Otra,J2 PRIME
2305,2018,SmarTIC,Colombia,Otra,Otra,SAMSUNG J5 PRIME
2307,2018,SmarTIC,Colombia,Drama,Redes Sociales,Mate 10 lite
2308,2018,Aficionado,Colombia,Comedia,Internet,iphone 8
2309,2018,SmarTIC,Colombia,Drama,Internet,Galaxy J7 Prime
2310,2018,Juvenil,Colombia,Acción,Amigo,SM-J500M
2311,2018,Aficionado,Colombia,Ficción,Internet,MOTO G4
2312,2018,SmarTIC,Colombia,Comedia,Amigo,7
2313,2018,Aficionado,Colombia,Ficción,Redes Sociales,galaxy tab 4
2314,2018,Aficionado,Colombia,Drama,Otra,Iphone 4s
2315,2018,Aficionado,Colombia,Acción,Otra,iPhone 6s plus
2316,2018,Profesional,Colombia,Ficción,Amigo,iphone X
2317,2018,Profesional,Colombia,Drama,Amigo,"iphone 7 plus, black, 128 GB"
2318,2018,Aficionado,Colombia,Ficción,Internet,Galaxy J5
2319,2018,SmarTIC,Colombia,Documental,Internet,Y7
2320,2018,Profesional,Colombia,Ficción,Otra,p9
2321,2018,SmarTIC,Colombia,Ficción,Internet,Galaxy J7
2322,2018,Juvenil,Colombia,Otra,Amigo,Moto g4
2323,2018,Aficionado,Colombia,Drama,Internet,5 s
2324,2018,Aficionado,Colombia,Documental,Internet,A1
2325,2018,SmarTIC,Colombia,Comedia,Prensa,z2
2326,2018,Profesional,Colombia,Drama,Amigo,I phone 5
2327,2018,Juvenil,Colombia,Drama,Amigo,LG K4
2328,2018,Aficionado,Colombia,Ficción,Amigo,iPhone 6s Plus
2329,2018,Aficionado,Colombia,Drama,Amigo,Iphone 8 Plus
2330,2018,SmarTIC,España,Drama,Redes Sociales,Galaxy J3 SM-J320FN
2331,2018,SmarTIC,Colombia,Comedia,Mensaje de texto,Mate10 lite
2332,2018,Aficionado,Colombia,Drama,Redes Sociales,iPhone 7 Plus
2333,2018,Aficionado,Colombia,Drama,Redes Sociales,Iphone 6s
2334,2018,Juvenil,Colombia,Drama,Amigo,motorola g 4 plus
2335,2018,Aficionado,Colombia,Comedia,Redes Sociales,iPhone 6s plus
2336,2018,Juvenil,Colombia,Comedia Romántica,Otra,P9 LITE SMARTH
2338,2018,Aficionado,Colombia,Drama,Redes Sociales,Galaxy S7
2340,2018,Juvenil,Colombia,Drama,Redes Sociales,SM-G610M
2341,2018,Juvenil,Colombia,Otra,Internet,Galaxy J7
2342,2018,Profesional,Colombia,Ficción,Amigo,iphone 6s- iphone 6 - Iphone 4
2344,2018,Profesional,Colombia,Drama,Amigo,S8
2345,2018,SmarTIC,Colombia,Ficción,Otra,r-cm-1500m/ds-ud
2346,2018,Aficionado,Colombia,Ficción,Redes Sociales,Asus zenfone 4 pro Asus_Z01GD
2347,2018,Juvenil,Colombia,Otra,Televisión,S9+
2348,2018,Aficionado,Colombia,Ficción,Amigo,iphone 6s y 6
2351,2018,Aficionado,Colombia,Ficción,Amigo,P9 Lite
2353,2018,Juvenil,Colombia,Suspenso,Redes Sociales,P8Lite
2354,2018,Profesional,Colombia,Ficción,Internet,Iphone 7 plus
2355,2018,Aficionado,Colombia,Drama,Amigo,Y7 2017
2356,2018,Aficionado,Colombia,Drama,Prensa,P9 Lite
2358,2018,Aficionado,Colombia,Drama,Internet,iPhone 6
2359,2018,Profesional,Colombia,Ficción,Internet,Iphone X
2360,2018,SmarTIC,Colombia,Comedia,Redes Sociales,iPhone 6 plus
2363,2018,Profesional,Colombia,Drama,Internet,IPHONE 7 PLUS
2364,2018,Juvenil,Colombia,Drama,Televisión,J7 PRIME
2365,2018,Profesional,Colombia,Ficción,Amigo,Iphone 8 y Iphone 8 plus
2366,2018,Juvenil,Colombia,Drama,Televisión,S9+
2367,2018,Juvenil,Colombia,Drama,Redes Sociales,iPhone 8 Plus MQ8F2LL/A
2368,2018,Aficionado,Colombia,Drama,Internet,Huawei p9 lite
2369,2018,Aficionado,Colombia,Ficción,Amigo,redmi 5 plus
2370,2018,Profesional,Colombia,Drama,Redes Sociales,Iphone 7
2371,2018,Aficionado,Colombia,Ficción,Amigo,Iphone 7
2372,2018,Aficionado,Estados Unidos,Drama,Redes Sociales,Iphone 7 Plus
2374,2018,SmarTIC,Colombia,Drama,Redes Sociales,5s
2375,2018,SmarTIC,Colombia,Otra,Internet,Y7
2376,2018,Aficionado,Colombia,Documental,Internet,Moto G5S plus
2377,2018,Aficionado,Colombia,Drama,Amigo,Iphone 8 Plus
2378,2018,Aficionado,Colombia,Ficción,Amigo,J7 Prime
2379,2018,SmarTIC,Colombia,Documental,Redes Sociales,galaxy j5 prime
2380,2018,Juvenil,Colombia,Drama,Amigo,vns-L23
2381,2018,SmarTIC,Colombia,Drama,Otra,MOTO C
2382,2018,SmarTIC,Colombia,Otra,Redes Sociales,"Celular, Huawei y modelo 2016"
2383,2018,Juvenil,Colombia,Drama,Redes Sociales,J5
2384,2018,SmarTIC,Colombia,Ficción,Internet,j7 y s7
2386,2018,SmarTIC,España,Comedia,Redes Sociales,J3
2387,2018,Aficionado,Colombia,Ficción,Otra,6S
2388,2018,Aficionado,Colombia,Drama,Redes Sociales,S4
2389,2018,Aficionado,Colombia,Documental,Internet,Huawei P Smart
2390,2018,Aficionado,Colombia,Comedia,Redes Sociales,P20 Lite
2391,2018,SmarTIC,Colombia,Comedia Romántica,Otra,Iphone 7
2392,2018,Profesional,Colombia,Acción,Amigo,iphone 6
2393,2018,Aficionado,Colombia,Ficción,Internet,Galaxy S6
2394,2018,Juvenil,Colombia,Documental,Otra,A40
2395,2018,Profesional,Colombia,Ficción,Amigo,J7
2396,2018,Aficionado,Colombia,Drama,Amigo,Iphone 6
2397,2018,SmarTIC,Colombia,Acción,Redes Sociales,IPHONE 7
2398,2018,SmarTIC,Colombia,Documental,Internet,Moto E - segunda generación
2399,2018,Profesional,Colombia,Ficción,Redes Sociales,Iphone 7
2400,2018,SmarTIC,Colombia,Comedia,Redes Sociales,IME359297055576416
2401,2018,SmarTIC,Colombia,Drama,Redes Sociales,CHC-U23
2403,2018,Aficionado,Colombia,Drama,Redes Sociales,iPhone 6s
2404,2018,SmarTIC,Colombia,Documental,Internet,S5
2405,2018,SmarTIC,Colombia,Documental,Internet,Galaxy J7
2406,2018,Juvenil,Colombia,Documental,Redes Sociales,iPhone 5
2408,2018,Profesional,Colombia,Drama,Redes Sociales,X
2411,2018,Juvenil,Colombia,Terror,Amigo,J5 prime
2412,2018,Juvenil,Colombia,Terror,Amigo,J5 prime
2416,2018,Aficionado,Colombia,Comedia,Redes Sociales,Motorola Play 4
2417,2018,Aficionado,Colombia,Drama,Amigo,Samsung J7
2418,2018,Aficionado,Colombia,Drama,Internet,K8
2421,2018,Aficionado,Colombia,Drama,Internet,P10 PLUS
2422,2018,Juvenil,Colombia,Suspenso,Otra,htc desire 626g + D626g
2423,2018,Aficionado,Colombia,Drama,Redes Sociales,iPhone 6s Plus
2424,2018,SmarTIC,Colombia,Otra,Otra,J2 PRIME
2426,2018,Juvenil,Colombia,Drama,Internet,6s
2427,2018,Aficionado,Colombia,Drama,Internet,Samsung j1
2428,2018,SmarTIC,Colombia,Ficción,Otra,Y7
2430,2018,Aficionado,Colombia,Drama,Internet,Y7
2431,2018,Aficionado,Colombia,Ficción,Redes Sociales,IPhone 7 plus
2432,2018,SmarTIC,Colombia,Terror,Redes Sociales,Motorola 6g
2433,2018,Profesional,Colombia,Drama,Internet,Iphone 10
2434,2018,Aficionado,Colombia,Drama,Redes Sociales,iphone s  6
2435,2018,SmarTIC,Colombia,Comedia Romántica,Redes Sociales,Iphone 7
2436,2018,Aficionado,Colombia,Drama,Internet,P10
2437,2018,Aficionado,Colombia,Drama,Amigo,SE
2438,2018,Juvenil,Colombia,Suspenso,Otra,G5 plus
2439,2018,Juvenil,Colombia,Ficción,Otra,iphone 6
2440,2018,Aficionado,Colombia,Drama,Redes Sociales,x
2441,2018,Aficionado,Colombia,Comedia,Otra,S7 EDGE
2442,2018,Aficionado,Colombia,Drama,Otra,iPhone 6
2443,2018,Aficionado,Colombia,Drama,Otra,Iphone 6
2444,2018,Aficionado,Colombia,Ficción,Otra,Iphone 7
2445,2018,Aficionado,Colombia,Drama,Radio,Galaxy J7
2446,2018,Aficionado,Colombia,Drama,Radio,Motorola G5
2449,2018,SmarTIC,Colombia,Acción,Otra,J7
2450,2018,Aficionado,Colombia,Drama,Redes Sociales,Iphone 7 Plus
2451,2018,Aficionado,Colombia,Ficción,Otra,P Smart
2453,2018,Aficionado,Colombia,Drama,Televisión,iPhone 6
2457,2018,Aficionado,Colombia,Drama,Amigo,P8 Lite
2458,2018,Profesional,Colombia,Drama,Amigo,IPhone X
2459,2018,SmarTIC,Colombia,Documental,Redes Sociales,iphone 6s plus
2460,2018,SmarTIC,Colombia,Documental,Redes Sociales,iphone 6s plus
2462,2018,SmarTIC,Colombia,Drama,Redes Sociales,Modelo A 1457
2463,2018,SmarTIC,Colombia,Drama,Redes Sociales,A1457 Apple 5
2464,2018,Aficionado,Colombia,Drama,Amigo,p9 lite
2465,2018,Profesional,Colombia,Drama,Redes Sociales,Mi A1
2466,2018,Aficionado,Colombia,Drama,Redes Sociales,Y6 ii
2467,2018,Aficionado,Colombia,Drama,Otra,Y9 2018
2468,2018,Aficionado,Colombia,Drama,Redes Sociales,P9 Lite 2017
2469,2018,Aficionado,Colombia,Drama,Otra,xt1724
2470,2018,Juvenil,Colombia,Drama,Amigo,HTC 10 desire lifestyle
2472,2018,Aficionado,Colombia,Ficción,Redes Sociales,Samsung galaxy s7 SM-G930F
2473,2018,Juvenil,Colombia,Otra,Redes Sociales,moto g2
2475,2018,Aficionado,Colombia,Drama,Redes Sociales,Galaxy S7 edge
2476,2018,Profesional,Colombia,Acción,Redes Sociales,Galaxy S9
2477,2018,Aficionado,Colombia,Drama,Internet,K10
2478,2018,SmarTIC,Colombia,Comedia Romántica,Internet,G5
2481,2018,Aficionado,Colombia,Drama,Internet,S7 Edge
2482,2018,Aficionado,Colombia,Drama,Internet,REDMI NOTE 4
2483,2018,Aficionado,Colombia,Documental,Internet,J2 Pro
2484,2018,Juvenil,Colombia,Otra,Otra,Y7
2485,2018,Aficionado,Colombia,Ficción,Internet,Iphone8
2486,2018,Aficionado,Colombia,Ficción,Redes Sociales,iPhone 8
2488,2018,Profesional,Colombia,Drama,Redes Sociales,j7
2489,2018,Aficionado,Colombia,Documental,Internet,Iphone 7
2490,2018,Juvenil,Colombia,Otra,Amigo,S8
2491,2018,Juvenil,Colombia,Drama,Otra,Samsung J7 Prime
2492,2018,Aficionado,Colombia,Drama,Amigo,S9+
2493,2018,Profesional,Colombia,Ficción,Televisión,8 PLUS
2494,2018,SmarTIC,Colombia,Drama,Redes Sociales,Galaxy A8
2495,2018,Juvenil,Colombia,Drama,Prensa,iPhone 6 Plus
2496,2018,Aficionado,Colombia,Acción,Internet,Asus Zenfone 4 Max
2497,2018,Aficionado,Colombia,Drama,Amigo,P SMART
2498,2018,SmarTIC,Colombia,Terror,Redes Sociales,IME359297055576416
2499,2018,SmarTIC,Colombia,Terror,Redes Sociales,IME359297055576416
2500,2018,Profesional,Colombia,Ficción,Redes Sociales,iPhone 8 plus
2501,2018,Aficionado,Colombia,Drama,Amigo,p20 lite 32 gigas
2502,2018,SmarTIC,Colombia,Comedia,Internet,levono
2503,2018,Juvenil,Colombia,Acción,Amigo,y7
2504,2018,SmarTIC,Colombia,Terror,Internet,J2pro
2505,2018,Aficionado,Colombia,Ficción,Amigo,Stylus 3
2506,2018,Juvenil,Colombia,Drama,Otra,C plus
2507,2018,SmarTIC,Colombia,Otra,Televisión,S8
2510,2018,Juvenil,Colombia,Drama,Otra,J2 PRIME
2511,2018,Juvenil,Colombia,Comedia,Redes Sociales,One Touch
2513,2018,Juvenil,Colombia,Ficción,Redes Sociales,P10 Lite
2514,2018,Aficionado,Colombia,Drama,Amigo,iphone 5
2515,2018,SmarTIC,Colombia,Otra,Internet,aiphone 8
2516,2018,Aficionado,Colombia,Documental,Amigo,J7 prime
2517,2018,Aficionado,Colombia,Comedia,Otra,J7 prime
2518,2018,Aficionado,Colombia,Comedia,Internet,iphone x
2519,2018,Profesional,Colombia,Ficción,Internet,iPhone 7 Plus y iPhone X
2520,2018,Profesional,Estados Unidos,Drama,Otra,iPhone X
2521,2018,Aficionado,Colombia,Drama,Otra,J7 Prime
2523,2018,Profesional,Colombia,Drama,Redes Sociales,iphone X
2524,2018,SmarTIC,Colombia,Comedia,Otra,U11
2525,2018,Profesional,Colombia,Acción,Redes Sociales,Mate 8
2526,2018,SmarTIC,Colombia,Drama,Redes Sociales,10
2527,2018,Aficionado,Colombia,Drama,Otra,6S
2529,2018,Aficionado,Colombia,Drama,Internet,Iphone 6
2530,2018,Aficionado,Colombia,Drama,Redes Sociales,p smart
2531,2018,SmarTIC,Colombia,Documental,Internet,vibe k5
2532,2018,SmarTIC,Colombia,Otra,Otra,Iphone 7
2533,2018,SmarTIC,Colombia,Suspenso,Redes Sociales,Moto Z 2Force
2534,2018,Juvenil,Colombia,Drama,Otra,Y9
2536,2018,Profesional,Colombia,Drama,Internet,8
2537,2018,Juvenil,Colombia,Ficción,Televisión,p10lite
2539,2018,Juvenil,Colombia,Drama,Amigo,samsung galaxy 6
2540,2018,Aficionado,Colombia,Drama,Redes Sociales,iphone 6
2544,2018,SmarTIC,Colombia,Documental,Otra,p20 lite
2545,2018,Juvenil,Colombia,Comedia,Amigo,5c
2546,2018,Profesional,Colombia,Drama,Otra,iphone x + rig para lentes
2547,2018,Profesional,Argentina,Ficción,Amigo,iPhone 8 Plus
2549,2018,Aficionado,Colombia,Ficción,Otra,Iphone 7
2551,2018,Aficionado,Colombia,Drama,Otra,Iphone 8plus
2552,2018,Juvenil,Colombia,Otra,Internet,motorola g5
2553,2018,Juvenil,Colombia,Otra,Internet,motorola g5
2554,2018,Aficionado,Colombia,Drama,Internet,NOVA PLUSS
2555,2018,Juvenil,Colombia,Drama,Redes Sociales,Huawei P9 lite
2556,2018,Profesional,Colombia,Drama,Amigo,Mate 10
2558,2018,Aficionado,Colombia,Ficción,Amigo,j5 prime
2559,2018,Aficionado,Colombia,Drama,Otra,Asus zenfone 2
2560,2018,Aficionado,Colombia,Ficción,Otra,iphone 6s
2561,2018,Juvenil,Colombia,Documental,Amigo,Zenfone 4 Max
2562,2018,Aficionado,Colombia,Comedia,Redes Sociales,J5 Metal
2564,2018,SmarTIC,Colombia,Documental,Amigo,Galaxy j5
2565,2018,Aficionado,México,Terror,Convocatoria,xz2
2566,2018,Juvenil,México,Otra,Convocatoria,Nexus 6
2567,2018,Aficionado,México,Drama,Convocatoria,iPhone 7
2570,2018,Aficionado,México,Ficción,Convocatoria,Iphone SE
2571,2018,Aficionado,México,Drama,Convocatoria,IPHONE 5 S
2572,2018,Aficionado,México,Ficción,Convocatoria,IPHONE
2574,2018,Juvenil,México,Drama,Convocatoria,iphone
2575,2018,Aficionado,México,Documental,Convocatoria,5
2576,2018,Juvenil,México,Otra,Convocatoria,Iphone 5
2577,2018,Aficionado,México,Suspenso,Convocatoria,iPhone 7
